brsr_id,gri_code,gri_disclosure,esrs_datapoint_id,esrs_sheet,esrs_topic_code,esrs_dr,esrs_name,esrs_data_type,brsr_match_type,brsr_mapping_semantics,brsr_evidence_source,gri_esrs_match_level,expansion_count,expansion_class,interop_support,evidence_tier
P3-E8,404-2-A,404-2,S1-1_22,ESRS S1,S1,S1-1,Has programs to promote access to skills development.,semi-narrative,direct,direct,table1,requirement,1,low,partial_requirement,medium
P3-E9,404-3-A,404-3,S1-13_01,ESRS S1,S1,S1-13,Training and skills development indicators gender [table],Table,direct,direct,table1,requirement,2,low,direct,gold
P3-E9,404-3-A,404-3,S1-13_02,ESRS S1,S1,S1-13,Percentage of employees that participated in regular performance and career development reviews,Table/Percent,direct,direct,table1,requirement,2,low,direct,gold
P4-E1,2-29-A-I,2-29,SBM-2_02,ESRS 2,ESRS 2,SBM-2,Description of key stakeholders,narrative,direct,direct,table1,requirement,2,low,direct,gold
P4-E1,2-29-A-I,2-29,SBM-2_03,ESRS 2,ESRS 2,SBM-2,Description of categories of stakeholders for which engagement occurs,narrative,direct,direct,table1,requirement,2,low,direct,gold
P4-E2,3-1-B,3-1,IRO-1_05,ESRS 2,ESRS 2,IRO-1,Description of how process includes consultation with affected stakeholders to understand how they may be impacted and with external experts,narrative,direct,direct,table1,requirement,1,low,direct,gold
P4-L1,2-29-A-I,2-29,SBM-2_02,ESRS 2,ESRS 2,SBM-2,Description of key stakeholders,narrative,direct,direct,table1,requirement,2,low,direct,gold
P4-L1,2-29-A-I,2-29,SBM-2_03,ESRS 2,ESRS 2,SBM-2,Description of categories of stakeholders for which engagement occurs,narrative,direct,direct,table1,requirement,2,low,direct,gold
P4-L2,3-1-A-I-II,3-1,BP-1_04,ESRS 2,ESRS 2,BP-1,Disclosure of extent to which sustainability statement covers upstream and downstream value chain,narrative,direct,direct,table1,disclosure,8,moderate,direct,medium
P4-L2,3-1-A-I-II,3-1,IRO-1_01,ESRS 2,ESRS 2,IRO-1,"Description of methodologies and assumptions applied in process to identify impacts, risks and opportunities",narrative,direct,direct,table1,disclosure,8,moderate,direct,medium
P4-L2,3-1-A-I-II,3-1,IRO-1_02,ESRS 2,ESRS 2,IRO-1,"Description of process to identify, assess, prioritise and monitor potential and actual impacts on people and environment, informed by due diligence process",narrative,direct,direct,table1,disclosure,8,moderate,direct,medium
P4-L2,3-1-A-I-II,3-1,IRO-1_03,ESRS 2,ESRS 2,IRO-1,"Description of how process focuses on specific activities, business relationships, geographies or other factors that give rise to heightened risk of adverse impacts",narrative,direct,direct,table1,disclosure,8,moderate,direct,medium
P4-L2,3-1-A-I-II,3-1,IRO-1_04,ESRS 2,ESRS 2,IRO-1,Description of how process considers impacts with which undertaking is involved through own operations or as result of business relationships,narrative,direct,direct,table1,disclosure,8,moderate,direct,medium
P4-L2,3-1-A-I-II,3-1,IRO-1_05,ESRS 2,ESRS 2,IRO-1,Description of how process includes consultation with affected stakeholders to understand how they may be impacted and with external experts,narrative,direct,direct,table1,disclosure,8,moderate,direct,medium
P4-L2,3-1-A-I-II,3-1,IRO-1_06,ESRS 2,ESRS 2,IRO-1,"Description of how process prioritises negative impacts based on their relative severity and likelihood and positive impacts based on their relative scale, scope and likelihood and determines which sustainability matters are material for reporting purposes",narrative,direct,direct,table1,disclosure,8,moderate,direct,medium
P4-L2,3-1-A-I-II,3-1,IRO-1_14,ESRS 2,ESRS 2,IRO-1,"Description of input parameters used in process to identify, assess and manage material impacts, risks and opportunities",narrative/numerical,direct,direct,table1,disclosure,8,moderate,direct,medium
P4-L2,3-1-B,3-1,IRO-1_05,ESRS 2,ESRS 2,IRO-1,Description of how process includes consultation with affected stakeholders to understand how they may be impacted and with external experts,narrative,direct,direct,table1,requirement,1,low,direct,gold
P5-E1,2-24-A-IV,2-24,G1-1_10,ESRS G1,G1,G1-1,Information about policy for training within organisation on business conduct,narrative,direct,direct,table1,requirement,1,low,direct,gold
P5-E1,205-2-E,205-2,G1-3_05,ESRS G1,G1,G1-3,Information about how policies are communicated to those for whom they are relevant (prevention and detection of corruption or bribery),narrative,direct,direct,table1,disclosure,5,moderate,direct,medium
P5-E1,205-2-E,205-2,G1-3_07,ESRS G1,G1,G1-3,Percentage of functions-at-risk covered by training programmes,Percent,direct,direct,table1,disclosure,5,moderate,direct,medium
P5-E1,205-2-E,205-2,G1-3_08,ESRS G1,G1,G1-3,"Information about members of administrative, supervisory and management bodies relating to anti-corruption or anti-bribery training",narrative,direct,direct,table1,disclosure,5,moderate,direct,medium
P5-E1,205-2-E,205-2,G1-3_09,ESRS G1,G1,G1-3,"Disclosure of an analysis of its training activities by, for example, region of training or category",narrative,direct,direct,table1,disclosure,5,moderate,direct,medium
P5-E1,205-2-E,205-2,G1-4_03,ESRS G1,G1,G1-4,Prevention and detection of corruption or bribery - anti-corruption and bribery training table,Table,direct,direct,table1,disclosure,5,moderate,direct,medium
P5-E1,404-1-A-I-II,404-1,S1-13_03,ESRS S1,S1,S1-13,Average number of training hours  by gender [table],Table,direct,direct,table1,disclosure,4,moderate,direct,medium
P5-E1,404-1-A-I-II,404-1,S1-13_04,ESRS S1,S1,S1-13,Average number of training hours per person for employees,Table/Decimal,direct,direct,table1,disclosure,4,moderate,direct,medium
P5-E1,404-1-A-I-II,404-1,S1-13_05,ESRS S1,S1,S1-13,Percentage of employees that participated in regular performance and career development reviews by employee category [table],Table/percentage,direct,direct,table1,disclosure,4,moderate,direct,medium
P5-E1,404-1-A-I-II,404-1,S1-13_06,ESRS S1,S1,S1-13,Average number of employees that participated in regular performance and career development reviews by employee category,Table/Decimal,direct,direct,table1,disclosure,4,moderate,direct,medium
P5-E4,2-13-A-I-II,2-13,G1-3_03,ESRS G1,G1,G1-3,"Information about process to report outcomes to administrative, management and supervisory bodies",narrative,direct,direct,table1,disclosure,3,low,direct,gold
P5-E4,2-13-A-I-II,2-13,GOV-1_11,ESRS 2,ESRS 2,GOV-1,Description of how oversight is exercised over management-level position or committee to which management's role is delegated to,narrative,direct,direct,table1,disclosure,3,low,direct,gold
P5-E4,2-13-A-I-II,2-13,GOV-1_12,ESRS 2,ESRS 2,GOV-1,"Information about reporting lines to administrative, management and supervisory bodies",narrative,direct,direct,table1,disclosure,3,low,direct,gold
P5-L2,3-1-A-I,3-1,BP-1_04,ESRS 2,ESRS 2,BP-1,Disclosure of extent to which sustainability statement covers upstream and downstream value chain,narrative,direct,direct,table1,requirement,2,low,direct,gold
P5-L2,3-1-A-I,3-1,IRO-1_04,ESRS 2,ESRS 2,IRO-1,Description of how process considers impacts with which undertaking is involved through own operations or as result of business relationships,narrative,direct,direct,table1,requirement,2,low,direct,gold
P5-L2,3-3-A,3-3,SBM-3_04,ESRS 2,ESRS 2,SBM-3,Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment,narrative,direct,direct,table1,requirement,1,low,direct,gold
P5-L2,3-3-C,3-3,BP-2_25,ESRS 2,ESRS 2,BP-2,Description of policies related to sustainability matters assessed to be material (phase-in),narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P5-L2,3-3-C,3-3,E1-2_01,ESRS E1,E1,E1-2,Sustainability matters addressed by policy for climate change,semi-narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P5-L2,3-3-C,3-3,E4-2_01,ESRS E4,E4,E4-2,Disclosure on whether and how biodiversity and ecosystems-related policies relate to matters reported in E4 AR4,narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P5-L2,3-3-C,3-3,E4-2_02,ESRS E4,E4,E4-2,Explanation of whether and  how biodiversity and ecosystems-related policy relates to material biodiversity and ecosystems-related impacts,narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P5-L2,3-3-C,3-3,MDR-P_01,ESRS 2 MDR,ESRS 2,MDR-P,Description of key contents of policy,narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P5-L2,3-3-C,3-3,S1-1_08,ESRS S1,S1,S1-1,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",semi-narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P5-L2,3-3-C,3-3,S1-1_10,ESRS S1,S1,S1-1,Specific policies aimed at elimination of discrimination are in place,semi-narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P5-L2,3-3-C,3-3,S2-1_05,ESRS S2,S2,S2-1,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",semi-narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P5-L2,3-3-C,3-3,S3-1_01,ESRS S3,S3,S3-1,Disclosure of any  any particular policy provisions for preventing and addressing impacts on indigenous peoples,narrative,direct,direct,table1,requirement,9,moderate,direct,medium
P6-E6,305-1,305-1,E1-6_01,ESRS E1,E1,E1-6,"Gross Scopes 1, 2, 3 and Total GHG emissions - GHG emissions per scope [table]",Table,direct,direct,table1,disclosure,3,low,partial_requirement,medium
P6-E6,305-1,305-1,E1-6_07,ESRS E1,E1,E1-6,Gross Scope 1 greenhouse gas emissions,Table/GhgEmissions,direct,direct,table1,disclosure,3,low,partial_requirement,medium
P6-E6,305-1,305-1,E1-6_17,ESRS E1,E1,E1-6,biogenic emissions of CO2 from the combustion or bio-degradation of biomassnot included in Scope 1 GHG emissions,ghgEmissions,direct,direct,table1,disclosure,3,low,partial_requirement,medium
P6-E6,305-1-B,305-1,E1-6_01,ESRS E1,E1,E1-6,"Gross Scopes 1, 2, 3 and Total GHG emissions - GHG emissions per scope [table]",Table,direct,direct,table1,disclosure,3,low,partial_requirement,medium
P6-E6,305-1-B,305-1,E1-6_07,ESRS E1,E1,E1-6,Gross Scope 1 greenhouse gas emissions,Table/GhgEmissions,direct,direct,table1,disclosure,3,low,partial_requirement,medium
P6-E6,305-1-B,305-1,E1-6_17,ESRS E1,E1,E1-6,biogenic emissions of CO2 from the combustion or bio-degradation of biomassnot included in Scope 1 GHG emissions,ghgEmissions,direct,direct,table1,disclosure,3,low,partial_requirement,medium
P6-E6,305-2-A,305-2,E1-6_09,ESRS E1,E1,E1-6,Gross location-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,direct,direct,table1,requirement,1,low,partial_requirement,medium
P6-E6,305-2-B,305-2,E1-6_10,ESRS E1,E1,E1-6,Gross market-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,direct,direct,table1,requirement,1,low,partial_requirement,medium
P6-E6,305-2-C,305-2,E1-6_09,ESRS E1,E1,E1-6,Gross location-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,direct,direct,table1,disclosure,2,low,partial_requirement,medium
P6-E6,305-2-C,305-2,E1-6_10,ESRS E1,E1,E1-6,Gross market-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,direct,direct,table1,disclosure,2,low,partial_requirement,medium
P6-E6,305-4-A,305-4,E1-6_30,ESRS E1,E1,E1-6,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-E6,305-4-A,305-4,E1-6_31,ESRS E1,E1,E1-6,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-E6,305-4-B,305-4,E1-6_30,ESRS E1,E1,E1-6,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-E6,305-4-B,305-4,E1-6_31,ESRS E1,E1,E1-6,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-E6,305-4-C,305-4,E1-6_30,ESRS E1,E1,E1-6,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-E6,305-4-C,305-4,E1-6_31,ESRS E1,E1,E1-6,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-E8,306-3-A,306-3,E5-5_07,ESRS E5,E5,E5-5,Total Waste generated,Mass,direct,direct,table1,requirement,3,low,broader_topic;direct,gold
P6-E8,306-3-A,306-3,E5-5_15,ESRS E5,E5,E5-5,Total amount of hazardous waste,Mass,direct,direct,table1,requirement,3,low,broader_topic;direct,gold
P6-E8,306-3-A,306-3,E5-5_16,ESRS E5,E5,E5-5,Total amount of radioactive waste,Mass,direct,direct,table1,requirement,3,low,broader_topic;direct,gold
P6-E8,306-4-A,306-4,E5-5_08,ESRS E5,E5,E5-5,"Waste diverted from disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,direct,direct,table1,disclosure,1,low,partial_requirement,medium
P6-E8,306-4-B-I-III,306-4,E5-5_08,ESRS E5,E5,E5-5,"Waste diverted from disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,direct,direct,table1,disclosure,1,low,partial_requirement,medium
P6-E8,306-4-C-I-III,306-4,E5-5_08,ESRS E5,E5,E5-5,"Waste diverted from disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,direct,direct,table1,disclosure,1,low,partial_requirement,medium
P6-E8,306-5-A,306-5,E5-5_09,ESRS E5,E5,E5-5,"Waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,direct,direct,table1,disclosure,1,low,partial_requirement,medium
P6-E8,306-5-B-I-III,306-5,E5-5_09,ESRS E5,E5,E5-5,"Waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,direct,direct,table1,disclosure,1,low,partial_requirement,medium
P6-E8,306-5-C-I-IV,306-5,E5-5_09,ESRS E5,E5,E5-5,"Waste directed to disposal, breakdown by hazardous and non-hazardous waste and treatment type",Table/Mass,direct,direct,table1,disclosure,1,low,partial_requirement,medium
P6-L4,305-3-A,305-3,E1-6_11,ESRS E1,E1,E1-6,Gross Scope 3 greenhouse gas emissions,Table/GhgEmissions,direct,direct,table1,requirement,1,low,partial_requirement,medium
P6-L4,305-3-B,305-3,E1-6_04,ESRS E1,E1,E1-6,"Gross Scopes 1, 2, 3 and Total GHG emissions - Scope 3 GHG emissions (GHG Protocol) [table]",Table,direct,direct,table1,disclosure,5,moderate,partial_requirement,medium
P6-L4,305-3-B,305-3,E1-6_11,ESRS E1,E1,E1-6,Gross Scope 3 greenhouse gas emissions,Table/GhgEmissions,direct,direct,table1,disclosure,5,moderate,partial_requirement,medium
P6-L4,305-3-B,305-3,E1-6_26,ESRS E1,E1,E1-6,Disclosure of why Scope 3 GHG emissions category has been excluded,narrative,direct,direct,table1,disclosure,5,moderate,partial_requirement,medium
P6-L4,305-3-B,305-3,E1-6_27,ESRS E1,E1,E1-6,List of Scope 3 GHG emissions categories included in inventory,semi-narrative,direct,direct,table1,disclosure,5,moderate,partial_requirement,medium
P6-L4,305-3-B,305-3,E1-6_28,ESRS E1,E1,E1-6,Biogenic emissions of CO2 from combustion or bio-degradation of biomass that occur in value chain not included in Scope 3 GHG emissions,ghgEmissions,direct,direct,table1,disclosure,5,moderate,partial_requirement,medium
P6-L4,305-4-A,305-4,E1-6_30,ESRS E1,E1,E1-6,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-L4,305-4-A,305-4,E1-6_31,ESRS E1,E1,E1-6,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-L4,305-4-B,305-4,E1-6_30,ESRS E1,E1,E1-6,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-L4,305-4-B,305-4,E1-6_31,ESRS E1,E1,E1-6,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-L4,305-4-C,305-4,E1-6_30,ESRS E1,E1,E1-6,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P6-L4,305-4-C,305-4,E1-6_31,ESRS E1,E1,E1-6,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,direct,direct,table1,disclosure,2,low,direct,gold
P8-L1,413-1-A-IV,413-1,S3-4_17,ESRS S3,S3,S3-4,"Explanation of the approximate scope of affected communities covered by the described social investment or development programmes, and, where applicable, the rationale for why selected communities were chosen",narrative,direct,direct,table1,disclosure,1,low,direct,gold
