brsr_id,method,rank,esrs_datapoint_id,is_gold
A13,direct,218,S2-3_12,0
A13,direct,219,E4-5_06,0
A13,direct,220,GOV-1_04,0
A13,direct,221,S3-4_10,0
A13,direct,222,SBM-1_25,0
A13,direct,223,E1-4_09,0
A13,direct,224,S1.SBM-3_03,0
A13,direct,225,S2-4_15,0
A13,direct,226,S2-4_18,0
A13,direct,227,S1-6_07,0
A13,direct,228,S1-4_03,0
A13,direct,229,E1-6_11,0
A13,direct,230,S4-4_11,0
A13,direct,231,E1-4_12,0
A13,direct,232,BP-2_21,0
A13,direct,233,SBM-1_06,0
A13,direct,234,MDR-P_03,0
A13,direct,235,S1-2_08,0
A13,direct,236,MDR-T_16,0
A13,direct,237,S3-3_11,0
A13,direct,238,MDR-M_01,0
A13,direct,239,S2-4_01,0
A13,direct,240,S1-16_02,0
A13,direct,241,E1-6_27,0
A13,direct,242,S4-4_15,0
A13,direct,243,E1-4_15,0
A13,direct,244,S3-1_05,0
A13,direct,245,S4.MDR-T_01-13,0
A13,direct,246,MDR-T_09,0
A13,direct,247,S2-4_05,0
A13,direct,248,S4-2_03,0
A13,direct,249,E1-6_30,0
A13,direct,250,IRO-1_01,0
A13,direct,251,G1-1_10,0
A13,direct,252,S4-4_01,0
A13,direct,253,E1.GOV-3_03,0
A13,direct,254,SBM-2_12,0
A13,direct,255,S1-1_05,0
A13,direct,256,S1-12_01,0
A13,direct,257,S2.MDR-A_01-12,0
A13,direct,258,S2-4_04,0
A13,direct,259,S2-5_03,0
A13,direct,260,S4.MDR-A_01-12,0
A13,direct,261,E4-2_01,0
A13,direct,262,S2-4_03,0
A13,direct,263,S2-2_08,0
A13,direct,264,S2.MDR-T_01-13,0
A13,direct,265,MDR-T_02,0
A13,direct,266,G1-4_07,0
A13,direct,267,S1-4_04,0
A13,direct,268,S3-4_19,0
A13,direct,269,MDR-T_07,0
A13,direct,270,E1-4_25,0
A13,direct,271,E4-5_08,0
A13,direct,272,S4-3_07,0
A13,direct,273,S2.SBM-3_05,0
A13,direct,274,S4-2_06,0
A13,direct,275,S4-1_01,0
A13,direct,276,E1-4_03,0
A13,direct,277,S4-2_07,0
A13,direct,278,GOV-1_16,0
A13,direct,279,E4-1_11,0
A13,direct,280,S3-3_14,0
A13,direct,281,S4-1_06,0
A13,direct,282,S4-3_12,0
A13,direct,283,E3.IRO-1_01,0
A13,direct,284,S4-5_03,0
A13,direct,285,E5.MDR-A_01-12,0
A13,direct,286,S1.SBM-3_04,0
A13,direct,287,IRO-1_05,0
A13,direct,288,SBM-1_09,0
A13,direct,289,S1-1_13,0
A13,direct,290,SBM-2_04,0
A13,direct,291,S2-4_06,0
A13,direct,292,S2-2_03,0
A13,direct,293,S1-13_02,0
A13,direct,294,MDR-P_06,0
A13,direct,295,S2-1_06,0
A13,direct,296,S3-3_10,0
A13,direct,297,S1-3_09,0
A13,direct,298,S1-2_09,0
A13,direct,299,SBM-2_02,0
A13,direct,300,S4-2_08,0
A13,direct,301,S3-2_03,0
A13,direct,302,S3-5_02,0
A13,direct,303,S4-1_04,0
A13,direct,304,S2.SBM-3_06,0
A13,direct,305,E5-5_18,0
A13,direct,306,S4-4_03,0
A13,direct,307,S1-13_06,0
A13,direct,308,S3-4_15,0
A13,direct,309,IRO-1_14,0
A13,direct,310,SBM-1_05,0
A13,direct,311,S4-4_02,0
A13,direct,312,GOV-1_05,0
A13,direct,313,S3-3_18,0
A13,direct,314,IRO-1_02,0
A13,direct,315,S4-4_04,0
A13,direct,316,E2-4_01,0
A13,direct,317,SBM-2_03,0
A13,direct,318,S3-2_01,0
A13,direct,319,S2-2_06,0
A13,direct,320,S1-6_12,0
A13,direct,321,SBM-3_01,0
A13,direct,322,SBM-2_06,0
A13,direct,323,S1-11_06,0
A13,direct,324,S1-2_11,0
A13,direct,325,GOV-3_01,0
A13,direct,326,MDR-A_04,0
A13,direct,327,S1-14_06,0
A13,direct,328,S1-13_05,0
A13,direct,329,G1.MDR-A_01-12,0
A13,direct,330,E5-5_17,0
A13,direct,331,S1-16_05,0
A13,direct,332,S1-16_04,0
A13,direct,333,S4-4_06,0
A13,direct,334,E4-3_15,0
A13,direct,335,S1-7_02,0
A13,direct,336,S2-4_02,0
A13,direct,337,E4.IRO-1_15,0
A13,direct,338,S1-9_02,0
A13,direct,339,S2-2_09,0
A13,direct,340,G1-2_02,0
A13,direct,341,S1-7_03,0
A13,direct,342,S1-6_09,0
A13,direct,343,S2-4_07,0
A13,direct,344,S4-3_06,0
A13,direct,345,SBM-1_15,0
A13,direct,346,S1-14_08,0
A13,direct,347,SBM-2_01,0
A13,direct,348,S3-1_01,0
A13,direct,349,S1-6_18,0
A13,direct,350,E4-3_01,0
A13,direct,351,E2-4_15,0
A13,direct,352,S1-6_01,0
A13,direct,353,SBM-2_05,0
A13,direct,354,S4-4_07,0
A13,direct,355,S1-6_04,0
A13,direct,356,E1.MDR-T_01-13,0
A13,direct,357,S4.SBM-3_04,0
A13,direct,358,S1-2_06,0
A13,direct,359,S1-1_09,0
A13,direct,360,G1-4_05,0
A13,direct,361,E5-2_08,0
A13,direct,362,E1-9_14,0
A13,direct,363,S4-4_05,0
A13,direct,364,SBM-3_02,0
A13,direct,365,MDR-T_18,0
A13,direct,366,S4.SBM-3_05,0
A13,direct,367,S3-4_11,0
A13,direct,368,GOV-1_07,0
A13,direct,369,E3-3_04,0
A13,direct,370,E1-2_01,0
A13,direct,371,S1-17_08,0
A13,direct,372,S3-5_03,0
A13,direct,373,E3-2_01,0
A13,direct,374,S2-1_01,0
A13,direct,375,E4.MDR-T_01-13,0
A13,direct,376,S3.MDR-T_01-13,0
A13,direct,377,S3-4_02,0
A13,direct,378,S3-4_01,0
A13,direct,379,S1-14_12,0
A13,direct,380,S1-1_10,0
A13,direct,381,G1-4_08,0
A13,direct,382,SBM-1_17,0
A13,direct,383,S1-10_01,0
A13,direct,384,G1-5_11,0
A13,direct,385,S3.MDR-A_01-12,0
A13,direct,386,S2-3_06,0
A13,direct,387,S1-7_01,0
A13,direct,388,S3-4_05,0
A13,direct,389,E1.SBM-3_01,0
A13,direct,390,S3-2_06,0
A13,direct,391,E2.MDR-A_01-12,0
A13,direct,392,S1-17_11,0
A13,direct,393,S3-1_04,0
A13,direct,394,E2.MDR-T_01-13,0
A13,direct,395,S1-6_10,0
A13,direct,396,E3-4_12,0
A13,direct,397,S1-15_02,0
A13,direct,398,GOV-3_02,0
A13,direct,399,E5-5_09,0
A13,direct,400,S1-1_03,0
A13,direct,401,E2-3_05,0
A13,direct,402,E2-3_06,0
A13,direct,403,E3.MDR-A_01-12,0
A13,direct,404,S1-1_22,0
A13,direct,405,E5-2_07,0
A13,direct,406,S3-2_08,0
A13,direct,407,S1-2_02,0
A13,direct,408,S3-3_15,0
A13,direct,409,S1-6_03,0
A13,direct,410,S1-6_02,0
A13,direct,411,E5-2_05,0
A13,direct,412,S4-2_09,0
A13,direct,413,S3-4_04,0
A13,direct,414,E4.MDR-A_01-12,0
A13,direct,415,E5.MDR-T_01-13,0
A13,direct,416,S1-6_20,0
A13,direct,417,SBM-1_04,0
A13,direct,418,S3-3_16,0
A13,direct,419,S3-4_03,0
A13,direct,420,E3.MDR-T_01-13,0
A13,direct,421,S3.SBM-3_05,0
A13,direct,422,MDR-T_10,0
A13,direct,423,S1-6_19,0
A13,direct,424,S3-4_06,0
A13,direct,425,S1-6_11,0
A13,direct,426,E4-3_14,0
A13,direct,427,S1-1_08,0
A13,direct,428,E2-2_01,0
A13,direct,429,S1-9_01,0
A13,direct,430,S2-2_02,0
A13,direct,431,E1-5_18,0
A13,direct,432,E4-5_14,0
A13,direct,433,S1-14_04,0
A13,direct,434,E4-2_02,0
A13,direct,435,S4-1_02,0
A13,direct,436,S3-3_21,0
A13,direct,437,E1-9_03,0
A13,direct,438,S1-15_01,0
A13,direct,439,S1-14_05,0
A13,direct,440,S3-2_09,0
A13,direct,441,GOV-1_06,0
A13,direct,442,E2-4_09,0
A13,direct,443,SBM-1_19,0
A13,direct,444,S1-14_07,0
A13,direct,445,S1-10_02,0
A13,direct,446,S1-17_05,0
A13,direct,447,G1-4_04,0
A13,direct,448,E1-9_01,0
A13,direct,449,S3.SBM-3_04,0
A13,direct,450,G1-4_06,0
A13,direct,451,S1-17_01,0
A13,direct,452,S3-4_07,0
A13,direct,453,S1-16_01,0
A13,direct,454,E1-5_07,0
A13,direct,455,E1-6_28,0
A13,direct,456,SBM-1_03,0
A13,direct,457,E3-3_08,0
A13,direct,458,E5-4_05,0
A13,direct,459,E2-3_09,0
A13,direct,460,S1-15_03,0
A13,direct,461,S1-14_09,0
A13,direct,462,S4-2_05,0
A13,direct,463,S3-2_05,0
A13,direct,464,E5-5_15,0
A13,direct,465,S1-13_04,0
A13,direct,466,S1-6_06,0
A13,direct,467,E5-5_08,0
A13,direct,468,E3-2_02,0
A13,direct,469,E5-2_03,0
A13,direct,470,E1-9_02,0
A13,direct,471,S4-2_02,0
A13,direct,472,S1-6_05,0
A13,direct,473,E1-4_22,0
A13,direct,474,S1-9_03,0
A13,direct,475,E1-6_17,0
A13,direct,476,S1-10_03,0
A13,direct,477,S1-17_02,0
A13,direct,478,E5-5_16,0
A13,direct,479,GOV-1_02,0
A13,direct,480,E1-5_01,0
A13,direct,481,S3-4_17,0
A13,direct,482,E5-2_06,0
A13,direct,483,E1.MDR-A_01-12,0
A13,direct,484,S2-1_05,0
A13,direct,485,S1-9_05,0
A13,direct,486,GOV-1_01,0
A13,direct,487,E3-4_05,0
A13,direct,488,E1-9_41,0
A13,direct,489,E2-4_02,0
A13,direct,490,MDR-T_05,0
A13,direct,491,S1-9_04,0
A13,direct,492,S1-13_03,0
A13,direct,493,E1-5_14,0
A13,direct,494,S1-10_04,0
A13,direct,495,E1-5_11,0
A13,direct,496,E5-2_02,0
A13,direct,497,S3-1_02,0
A13,direct,498,E5-5_07,0
A13,direct,499,G1-4_01,0
A13,direct,500,S3-2_02,0
A13,direct,501,S1-14_02,0
A13,direct,502,G1-4_02,0
A13,direct,503,E3-4_01,0
A13,direct,504,S1-13_01,0
A13,direct,505,E1-5_05,0
A13,direct,506,S1-14_03,0
A13,direct,507,E1-3_03,0
A13,direct,508,E3-4_11,0
A13,direct,509,E1-5_03,0
A13,direct,510,E1-5_06,0
A13,direct,511,E1-5_12,0
A13,direct,512,E1-9_42,0
A13,direct,513,E1-5_02,0
A13,direct,514,E1-5_10,0
A13,direct,515,E1-5_08,0
A13,direct,516,E3-4_02,0
A13,direct,517,E1-5_13,0
A13,symbolic_multihop,1,BP-1_02,1
A13,symbolic_multihop,2,BP-1_01,1
A13,multihop_kd_gold,1,BP-1_02,1
A13,multihop_kd_gold,2,BP-1_01,1
A13,multihop_kd_gold_medium,1,BP-1_02,1
A13,multihop_kd_gold_medium,2,BP-1_01,1
B6,direct,1,GOV-3_03,0
B6,direct,2,GOV-1_10,0
B6,direct,3,MDR-T_18,0
B6,direct,4,GOV-2_01,0
B6,direct,5,MDR-P_03,0
B6,direct,6,GOV-1_11,0
B6,direct,7,GOV-2_02,0
B6,direct,8,GOV-3_04,0
B6,direct,9,MDR-P_08,0
B6,direct,10,GOV-1_08,0
B6,direct,11,MDR-P_05,0
B6,direct,12,MDR-A_14,0
B6,direct,13,IRO-1_04,0
B6,direct,14,S1-4_13,0
B6,direct,15,MDR-T_17,0
B6,direct,16,S2-5_06,0
B6,direct,17,BP-2_26,0
B6,direct,18,MDR-P_06,0
B6,direct,19,SBM-2_06,0
B6,direct,20,E4-3_10,0
B6,direct,21,MDR-T_13,1
B6,direct,22,S4-5_06,0
B6,direct,23,S1-1_07,0
B6,direct,24,S2-1_08,0
B6,direct,25,S1-4_12,1
B6,direct,26,S1-5_06,0
B6,direct,27,S2-4_18,0
B6,direct,28,MDR-P_02,0
B6,direct,29,S1-4_20,0
B6,direct,30,BP-2_23,0
B6,direct,31,SBM-1_23,0
B6,direct,32,S1-4_09,0
B6,direct,33,G1.MDR-P_01-06,0
B6,direct,34,S4-4_18,0
B6,direct,35,MDR-P_09,0
B6,direct,36,S1-2_14,0
B6,direct,37,MDR-M_01,0
B6,direct,38,S1-5_02,0
B6,direct,39,SBM-3_07,0
B6,direct,40,SBM-2_12,0
B6,direct,41,MDR-T_20,0
B6,direct,42,S3-5_06,0
B6,direct,43,E1.MDR-T_14-19,0
B6,direct,44,S3-4_19,0
B6,direct,45,MDR-A_15,0
B6,direct,46,IRO-1_03,0
B6,direct,47,S3-1_06,0
B6,direct,48,SBM-2_05,0
B6,direct,49,S2-4_07,0
B6,direct,50,BP-1_02,0
B6,direct,51,MDR-P_07,0
B6,direct,52,S2-3_01,0
B6,direct,53,S1-5_03,0
B6,direct,54,S2-4_04,0
B6,direct,55,S4-4_12,0
B6,direct,56,MDR-T_16,0
B6,direct,57,S2-4_12,0
B6,direct,58,E1.MDR-T_01-13,0
B6,direct,59,BP-2_24,0
B6,direct,60,SBM-2_04,0
B6,direct,61,S4-1_06,0
B6,direct,62,GOV-1_04,0
B6,direct,63,E4.MDR-T_14-19,0
B6,direct,64,E3.MDR-T_14-19,0
B6,direct,65,E5.IRO-1_01,0
B6,direct,66,S2-4_03,0
B6,direct,67,E2.MDR-T_14-19,0
B6,direct,68,S2-4_15,0
B6,direct,69,E2.MDR-T_01-13,0
B6,direct,70,S2-4_05,0
B6,direct,71,MDR-T_09,0
B6,direct,72,G1-3_03,0
B6,direct,73,S3-4_02,0
B6,direct,74,IRO-1_06,0
B6,direct,75,IRO-1_05,0
B6,direct,76,S1-3_08,0
B6,direct,77,G1.GOV-1_01,0
B6,direct,78,S2-5_02,0
B6,direct,79,S1-1_14,0
B6,direct,80,S1-2_08,0
B6,direct,81,S2-3_02,0
B6,direct,82,S1-3_10,0
B6,direct,83,S1.MDR-T_14-19,0
B6,direct,84,S3-4_12,0
B6,direct,85,S1-3_07,0
B6,direct,86,E4.MDR-T_01-13,0
B6,direct,87,E4-1_09,0
B6,direct,88,GOV-3_01,0
B6,direct,89,S1-4_11,0
B6,direct,90,BP-2_25,0
B6,direct,91,S2-5_03,0
B6,direct,92,S4-1_09,0
B6,direct,93,IRO-1_01,0
B6,direct,94,S2-2_09,0
B6,direct,95,SBM-2_01,0
B6,direct,96,S1-3_02,0
B6,direct,97,S4-3_04,0
B6,direct,98,S2-3_04,0
B6,direct,99,S1-3_01,0
B6,direct,100,SBM-1_08,0
B6,direct,101,S1.MDR-A_01-12,0
B6,direct,102,E2.MDR-A_13-14,0
B6,direct,103,S1-2_09,0
B6,direct,104,SBM-2_03,0
B6,direct,105,G1.MDR-A_01-12,0
B6,direct,106,MDR-T_21,0
B6,direct,107,G1.GOV-1_02,0
B6,direct,108,S2-2_08,0
B6,direct,109,S2-3_05,0
B6,direct,110,S1-4_10,0
B6,direct,111,E1.GOV-3_01,0
B6,direct,112,E3.MDR-A_13-14,0
B6,direct,113,S2-1_04,0
B6,direct,114,MDR-T_14,0
B6,direct,115,MDR-A_06,0
B6,direct,116,E1.MDR-A_13-14,0
B6,direct,117,E4.MDR-A_13-14,0
B6,direct,118,E3.MDR-T_01-13,0
B6,direct,119,S1.MDR-T_01-13,0
B6,direct,120,E1.GOV-3_03,0
B6,direct,121,E5.MDR-T_14-19,0
B6,direct,122,S1-4_04,0
B6,direct,123,S2-3_07,0
B6,direct,124,GOV-1_12,0
B6,direct,125,G1.MDR-A_13-14,0
B6,direct,126,S1-4_02,0
B6,direct,127,S1.MDR-A_13-14,0
B6,direct,128,BP-2_27,0
B6,direct,129,S2.MDR-T_14-19,0
B6,direct,130,S1-4_03,0
B6,direct,131,SBM-3_11,0
B6,direct,132,E2.MDR-P_07-08,0
B6,direct,133,S1-4_14,0
B6,direct,134,SBM-2_02,0
B6,direct,135,E3.MDR-P_07-08,0
B6,direct,136,S4.MDR-T_14-19,0
B6,direct,137,E1.MDR-P_07-08,0
B6,direct,138,S1-4_16,0
B6,direct,139,S2-1_11,0
B6,direct,140,G1-3_04,0
B6,direct,141,S1-1_06,0
B6,direct,142,S1-4_05,0
B6,direct,143,SBM-1_21,0
B6,direct,144,E4.MDR-P_07-08,0
B6,direct,145,S4-3_08,0
B6,direct,146,S3-2_08,0
B6,direct,147,MDR-A_05,0
B6,direct,148,S4-5_02,0
B6,direct,149,BP-1_01,0
B6,direct,150,S4-1_05,0
B6,direct,151,S3-1_05,0
B6,direct,152,G1.MDR-P_07-08,0
B6,direct,153,S4-4_07,0
B6,direct,154,MDR-P_01,0
B6,direct,155,S2-1_03,0
B6,direct,156,S1.SBM-3_04,0
B6,direct,157,MDR-T_04,0
B6,direct,158,S2.MDR-A_13-14,0
B6,direct,159,S2-4_13,0
B6,direct,160,S1.MDR-P_07-08,0
B6,direct,161,S4.MDR-A_13-14,0
B6,direct,162,S1-3_06,0
B6,direct,163,S2.MDR-P_07-08,0
B6,direct,164,S2.SBM-3_06,0
B6,direct,165,GOV-3_02,0
B6,direct,166,GOV-1_16,0
B6,direct,167,S1-2_01,0
B6,direct,168,S3-1_09,0
B6,direct,169,E5.MDR-T_01-13,0
B6,direct,170,S2-3_03,0
B6,direct,171,S2-4_06,0
B6,direct,172,S4.MDR-P_07-08,0
B6,direct,173,S3-5_02,0
B6,direct,174,S3-5_03,0
B6,direct,175,E5.MDR-A_13-14,0
B6,direct,176,BP-1_04,0
B6,direct,177,S2-4_01,0
B6,direct,178,S4-3_03,0
B6,direct,179,S3-4_07,0
B6,direct,180,S4-3_07,0
B6,direct,181,S3-4_15,0
B6,direct,182,E5.MDR-P_07-08,0
B6,direct,183,IRO-1_02,0
B6,direct,184,S3.MDR-P_07-08,0
B6,direct,185,S2-2_01,0
B6,direct,186,S4-3_01,0
B6,direct,187,S4-2_07,0
B6,direct,188,S3-2_09,0
B6,direct,189,S3-3_13,0
B6,direct,190,S3-4_13,0
B6,direct,191,S2.MDR-T_01-13,0
B6,direct,192,S1-7_10,0
B6,direct,193,S3-3_16,0
B6,direct,194,S3.MDR-T_14-19,0
B6,direct,195,MDR-A_13,0
B6,direct,196,S1-3_05,0
B6,direct,197,S2-4_02,0
B6,direct,198,S1-1_01,0
B6,direct,199,S4-4_02,0
B6,direct,200,S2-2_06,0
B6,direct,201,S4-3_05,0
B6,direct,202,S2-2_07,0
B6,direct,203,S4-4_04,0
B6,direct,204,S1-4_01,0
B6,direct,205,S2.MDR-A_01-12,0
B6,direct,206,S3-4_04,0
B6,direct,207,S3.MDR-A_13-14,0
B6,direct,208,S1-6_08,0
B6,direct,209,S3-3_10,0
B6,direct,210,S4-5_03,0
B6,direct,211,E2-3_09,0
B6,direct,212,S2-3_09,0
B6,direct,213,S4-2_08,0
B6,direct,214,S3-4_03,0
B6,direct,215,MDR-A_04,0
B6,direct,216,S1-1_12,0
B6,direct,217,BP-2_22,0
B6,direct,218,S2-1_01,0
B6,direct,219,G1-1_10,0
B6,direct,220,S3-4_10,0
B6,direct,221,SBM-3_04,0
B6,direct,222,S3-2_01,0
B6,direct,223,GOV-1_17,0
B6,direct,224,E3-3_04,0
B6,direct,225,S1.SBM-3_03,0
B6,direct,226,S4-4_13,0
B6,direct,227,E2-4_17,0
B6,direct,228,S3-3_12,0
B6,direct,229,E4-3_14,0
B6,direct,230,S4-3_02,0
B6,direct,231,E5.MDR-A_01-12,0
B6,direct,232,G1-5_11,0
B6,direct,233,E3-3_08,0
B6,direct,234,S4-4_03,0
B6,direct,235,S1-6_04,0
B6,direct,236,E5-2_05,0
B6,direct,237,S2-4_11,0
B6,direct,238,SBM-3_09,0
B6,direct,239,S4-4_15,0
B6,direct,240,S2-3_08,0
B6,direct,241,S3-3_14,0
B6,direct,242,S3-2_05,0
B6,direct,243,MDR-A_01,0
B6,direct,244,S4-4_01,0
B6,direct,245,S3-4_05,0
B6,direct,246,S3-3_17,0
B6,direct,247,S1-3_11,0
B6,direct,248,E2-3_05,0
