brsr_id,system,rank,esrs_datapoint_id,is_gold
B6,direct,100,S1.MDR-A_13-14,False
B6,direct,101,S2.MDR-A_13-14,False
B6,direct,102,S3.MDR-A_13-14,False
B6,direct,103,S4.MDR-A_13-14,False
B6,direct,104,S1-4_11,False
B6,direct,105,E1.MDR-A_13-14,False
B6,direct,106,S2-2_09,False
B6,direct,107,S2-4_12,False
B6,direct,108,S3-4_12,False
B6,direct,109,S4-4_12,False
B6,direct,110,S2-4_11,False
B6,direct,111,S4-4_04,False
B6,direct,112,MDR-T_21,False
B6,direct,113,MDR-A_05,False
B6,direct,114,S1-4_10,False
B6,direct,115,S2-4_01,False
B6,direct,116,S1-2_01,False
B6,direct,117,S2-2_01,False
B6,direct,118,S3-4_01,False
B6,direct,119,S1.SBM-3_04,False
B6,direct,120,S3-3_17,False
B6,direct,121,S4-3_08,False
B6,direct,122,BP-2_27,False
B6,direct,123,S3-2_01,False
B6,direct,124,S3-2_09,False
B6,direct,125,S2-4_02,False
B6,direct,126,E5.MDR-A_01-12,False
B6,direct,127,S3-4_05,False
B6,direct,128,S1-2_09,False
B6,direct,129,MDR-A_04,False
B6,direct,130,MDR-A_06,False
B6,direct,131,S2.SBM-3_06,False
B6,direct,132,S3-4_10,False
B6,direct,133,E1-4_01,False
B6,direct,134,MDR-P_07,False
B6,direct,135,S4-5_03,False
B6,direct,136,S4.MDR-A_01-12,False
B6,direct,137,E4-3_01,False
B6,direct,138,E4-1_11,False
B6,direct,139,S4-2_07,False
B6,direct,140,S4-3_07,False
B6,direct,141,S3-1_01,False
B6,direct,142,MDR-A_13,False
B6,direct,143,S4-4_01,False
B6,direct,144,S4-4_15,False
B6,direct,145,S4-4_03,False
B6,direct,146,G1-2_02,False
B6,direct,147,E2-3_09,False
B6,direct,148,S2-4_06,False
B6,direct,149,E1-2_01,False
B6,direct,150,MDR-T_10,False
B6,direct,151,S4-2_08,False
B6,direct,152,S3-4_06,False
B6,direct,153,E3-2_01,False
B6,direct,154,S1-3_11,False
B6,direct,155,S2-3_08,False
B6,direct,156,MDR-T_02,False
B6,direct,157,S1-1_13,False
B6,direct,158,S4-2_01,False
B6,direct,159,S3.SBM-3_05,False
B6,direct,160,SBM-3_04,False
B6,direct,161,S2.SBM-3_05,False
B6,direct,162,E4-2_01,False
B6,direct,163,E2.MDR-A_01-12,False
B6,direct,164,MDR-A_01,False
B6,direct,165,S1.SBM-3_03,False
B6,direct,166,MDR-T_07,False
B6,direct,167,E3.MDR-A_01-12,False
B6,direct,168,S4-4_05,False
B6,direct,169,S1-1_10,False
B6,direct,170,S4-4_06,False
B6,direct,171,S4.SBM-3_05,False
B6,direct,172,E2.IRO-1_03,False
B6,direct,173,S1-17_08,False
B6,direct,174,S3-4_11,False
B6,direct,175,E2-2_01,False
B6,direct,176,S4-4_11,False
B6,direct,177,E4-2_02,False
B6,direct,178,E4.MDR-A_01-12,False
B6,direct,179,E1.MDR-A_01-12,False
B6,direct,180,S1-1_08,False
B6,direct,181,S2-1_05,False
B6,direct,182,S3.SBM-3_04,False
B6,direct,183,S4.SBM-3_04,False
B6,direct,184,E4-5_14,False
B6,direct,185,MDR-T_05,False
B6,direct,186,E1-4_22,False
B6,symbolic_multihop,1,MDR-T_18,False
B6,symbolic_multihop,2,S2-5_06,False
B6,symbolic_multihop,3,S3-5_06,False
B6,symbolic_multihop,4,S4-5_06,False
B6,symbolic_multihop,5,MDR-T_13,True
B6,symbolic_multihop,6,S1-5_06,False
B6,symbolic_multihop,7,E4-3_10,False
B6,symbolic_multihop,8,S1-4_13,False
B6,symbolic_multihop,9,MDR-A_14,False
B6,symbolic_multihop,10,MDR-P_08,False
B6,symbolic_multihop,11,S1-5_02,False
B6,symbolic_multihop,12,MDR-T_17,False
B6,symbolic_multihop,13,MDR-M_01,False
B6,symbolic_multihop,14,BP-2_26,False
B6,symbolic_multihop,15,S1.MDR-T_01-13,False
B6,symbolic_multihop,16,S2-5_02,False
B6,symbolic_multihop,17,E2.MDR-T_14-19,False
B6,symbolic_multihop,18,E3.MDR-T_14-19,False
B6,symbolic_multihop,19,E4.MDR-T_14-19,False
B6,symbolic_multihop,20,E5.MDR-T_14-19,False
B6,symbolic_multihop,21,S1.MDR-T_14-19,False
B6,symbolic_multihop,22,S2.MDR-T_14-19,False
B6,symbolic_multihop,23,S3.MDR-T_14-19,False
B6,symbolic_multihop,24,S4.MDR-T_14-19,False
B6,symbolic_multihop,25,S2-4_15,False
B6,symbolic_multihop,26,S3-5_02,False
B6,symbolic_multihop,27,G1.MDR-A_01-12,False
B6,symbolic_multihop,28,E1.MDR-T_14-19,False
B6,symbolic_multihop,29,MDR-T_04,False
B6,symbolic_multihop,30,S3-5_03,False
B6,symbolic_multihop,31,S2-5_03,False
B6,symbolic_multihop,32,S1-4_12,True
B6,symbolic_multihop,33,S1-5_03,False
B6,symbolic_multihop,34,MDR-T_09,False
B6,symbolic_multihop,35,E1.MDR-T_01-13,False
B6,symbolic_multihop,36,E2.MDR-T_01-13,False
B6,symbolic_multihop,37,E3.MDR-T_01-13,False
B6,symbolic_multihop,38,E4.MDR-T_01-13,False
B6,symbolic_multihop,39,E5.MDR-T_01-13,False
B6,symbolic_multihop,40,S2-4_04,False
B6,symbolic_multihop,41,MDR-T_20,False
B6,symbolic_multihop,42,S2.MDR-T_01-13,False
B6,symbolic_multihop,43,E5.IRO-1_01,False
B6,symbolic_multihop,44,S3.MDR-T_01-13,False
B6,symbolic_multihop,45,S3-4_02,False
B6,symbolic_multihop,46,S1.MDR-A_01-12,False
B6,symbolic_multihop,47,S1-4_01,False
B6,symbolic_multihop,48,G1-3_04,False
B6,symbolic_multihop,49,SBM-3_07,False
B6,symbolic_multihop,50,BP-2_24,False
B6,symbolic_multihop,51,MDR-T_16,False
B6,symbolic_multihop,52,S1-4_20,False
B6,symbolic_multihop,53,S2-4_18,False
B6,symbolic_multihop,54,S3-4_19,False
B6,symbolic_multihop,55,S4-4_18,False
B6,symbolic_multihop,56,E4-1_09,False
B6,symbolic_multihop,57,S2-4_03,False
B6,symbolic_multihop,58,S1-4_05,False
B6,symbolic_multihop,59,S1-4_04,False
B6,symbolic_multihop,60,S2-2_08,False
B6,symbolic_multihop,61,S1-4_02,False
B6,symbolic_multihop,62,MDR-A_15,False
B6,symbolic_multihop,63,SBM-1_21,False
B6,symbolic_multihop,64,S3-2_08,False
B6,symbolic_multihop,65,S3-3_16,False
B6,symbolic_multihop,66,S1-4_03,False
B6,symbolic_multihop,67,S4-5_02,False
B6,symbolic_multihop,68,S3-4_15,False
B6,symbolic_multihop,69,S2-4_05,False
B6,symbolic_multihop,70,S1-3_10,False
B6,symbolic_multihop,71,S2-3_07,False
B6,symbolic_multihop,72,S1-2_08,False
B6,symbolic_multihop,73,S3-4_04,False
B6,symbolic_multihop,74,S1-4_16,False
B6,symbolic_multihop,75,S3-4_03,False
B6,symbolic_multihop,76,S3.MDR-A_01-12,False
B6,symbolic_multihop,77,S4.MDR-T_01-13,False
B6,symbolic_multihop,78,E1.MDR-P_07-08,False
B6,symbolic_multihop,79,E2.MDR-P_07-08,False
B6,symbolic_multihop,80,E3.MDR-P_07-08,False
B6,symbolic_multihop,81,E4.MDR-P_07-08,False
B6,symbolic_multihop,82,E5.MDR-P_07-08,False
B6,symbolic_multihop,83,G1.MDR-P_07-08,False
B6,symbolic_multihop,84,S1.MDR-P_07-08,False
B6,symbolic_multihop,85,S2.MDR-P_07-08,False
B6,symbolic_multihop,86,S3.MDR-P_07-08,False
B6,symbolic_multihop,87,S4.MDR-P_07-08,False
B6,symbolic_multihop,88,S2.MDR-A_01-12,False
B6,symbolic_multihop,89,MDR-T_14,False
B6,symbolic_multihop,90,BP-2_25,False
B6,symbolic_multihop,91,MDR-P_01,False
B6,symbolic_multihop,92,S1-4_09,False
B6,symbolic_multihop,93,MDR-P_09,False
B6,symbolic_multihop,94,S4-4_02,False
B6,symbolic_multihop,95,E2.MDR-A_13-14,False
B6,symbolic_multihop,96,E3.MDR-A_13-14,False
B6,symbolic_multihop,97,E4.MDR-A_13-14,False
B6,symbolic_multihop,98,E5.MDR-A_13-14,False
B6,symbolic_multihop,99,G1.MDR-A_13-14,False
B6,symbolic_multihop,100,S1.MDR-A_13-14,False
B6,symbolic_multihop,101,S2.MDR-A_13-14,False
B6,symbolic_multihop,102,S3.MDR-A_13-14,False
B6,symbolic_multihop,103,S4.MDR-A_13-14,False
B6,symbolic_multihop,104,S1-4_11,False
B6,symbolic_multihop,105,E1.MDR-A_13-14,False
B6,symbolic_multihop,106,S2-2_09,False
B6,symbolic_multihop,107,S2-4_12,False
B6,symbolic_multihop,108,S3-4_12,False
B6,symbolic_multihop,109,S4-4_12,False
B6,symbolic_multihop,110,S2-4_11,False
B6,symbolic_multihop,111,S4-4_04,False
B6,symbolic_multihop,112,MDR-T_21,False
B6,symbolic_multihop,113,MDR-A_05,False
B6,symbolic_multihop,114,S1-4_10,False
B6,symbolic_multihop,115,S2-4_01,False
B6,symbolic_multihop,116,S1-2_01,False
B6,symbolic_multihop,117,S2-2_01,False
B6,symbolic_multihop,118,S3-4_01,False
B6,symbolic_multihop,119,S1.SBM-3_04,False
B6,symbolic_multihop,120,S3-3_17,False
B6,symbolic_multihop,121,S4-3_08,False
B6,symbolic_multihop,122,BP-2_27,False
B6,symbolic_multihop,123,S3-2_01,False
B6,symbolic_multihop,124,S3-2_09,False
B6,symbolic_multihop,125,S2-4_02,False
B6,symbolic_multihop,126,E5.MDR-A_01-12,False
B6,symbolic_multihop,127,S3-4_05,False
B6,symbolic_multihop,128,S1-2_09,False
B6,symbolic_multihop,129,MDR-A_04,False
B6,symbolic_multihop,130,MDR-A_06,False
B6,symbolic_multihop,131,S2.SBM-3_06,False
B6,symbolic_multihop,132,S3-4_10,False
B6,symbolic_multihop,133,E1-4_01,False
B6,symbolic_multihop,134,MDR-P_07,False
B6,symbolic_multihop,135,S4-5_03,False
B6,symbolic_multihop,136,S4.MDR-A_01-12,False
B6,symbolic_multihop,137,E4-3_01,False
B6,symbolic_multihop,138,E4-1_11,False
B6,symbolic_multihop,139,S4-2_07,False
B6,symbolic_multihop,140,S4-3_07,False
B6,symbolic_multihop,141,S3-1_01,False
B6,symbolic_multihop,142,MDR-A_13,False
B6,symbolic_multihop,143,S4-4_01,False
B6,symbolic_multihop,144,S4-4_15,False
B6,symbolic_multihop,145,S4-4_03,False
B6,symbolic_multihop,146,G1-2_02,False
B6,symbolic_multihop,147,E2-3_09,False
B6,symbolic_multihop,148,S2-4_06,False
B6,symbolic_multihop,149,E1-2_01,False
B6,symbolic_multihop,150,MDR-T_10,False
B6,symbolic_multihop,151,S4-2_08,False
B6,symbolic_multihop,152,S3-4_06,False
B6,symbolic_multihop,153,E3-2_01,False
B6,symbolic_multihop,154,S1-3_11,False
B6,symbolic_multihop,155,S2-3_08,False
B6,symbolic_multihop,156,MDR-T_02,False
B6,symbolic_multihop,157,S1-1_13,False
B6,symbolic_multihop,158,S4-2_01,False
B6,symbolic_multihop,159,S3.SBM-3_05,False
B6,symbolic_multihop,160,SBM-3_04,False
B6,symbolic_multihop,161,S2.SBM-3_05,False
B6,symbolic_multihop,162,E4-2_01,False
B6,symbolic_multihop,163,E2.MDR-A_01-12,False
B6,symbolic_multihop,164,MDR-A_01,False
B6,symbolic_multihop,165,S1.SBM-3_03,False
B6,symbolic_multihop,166,MDR-T_07,False
B6,symbolic_multihop,167,E3.MDR-A_01-12,False
B6,symbolic_multihop,168,S4-4_05,False
B6,symbolic_multihop,169,S1-1_10,False
B6,symbolic_multihop,170,S4-4_06,False
B6,symbolic_multihop,171,S4.SBM-3_05,False
B6,symbolic_multihop,172,E2.IRO-1_03,False
B6,symbolic_multihop,173,S1-17_08,False
B6,symbolic_multihop,174,S3-4_11,False
B6,symbolic_multihop,175,E2-2_01,False
B6,symbolic_multihop,176,S4-4_11,False
B6,symbolic_multihop,177,E4-2_02,False
B6,symbolic_multihop,178,E4.MDR-A_01-12,False
B6,symbolic_multihop,179,E1.MDR-A_01-12,False
B6,symbolic_multihop,180,S1-1_08,False
B6,symbolic_multihop,181,S2-1_05,False
B6,symbolic_multihop,182,S3.SBM-3_04,False
B6,symbolic_multihop,183,S4.SBM-3_04,False
B6,symbolic_multihop,184,E4-5_14,False
B6,symbolic_multihop,185,MDR-T_05,False
B6,symbolic_multihop,186,E1-4_22,False
B6,multihop_cross_encoder,1,MDR-T_13,True
B6,multihop_cross_encoder,2,E2.MDR-T_14-19,False
B6,multihop_cross_encoder,3,E3.MDR-T_14-19,False
B6,multihop_cross_encoder,4,E4.MDR-T_14-19,False
B6,multihop_cross_encoder,5,E5.MDR-T_14-19,False
B6,multihop_cross_encoder,6,S1.MDR-T_14-19,False
B6,multihop_cross_encoder,7,S2.MDR-T_14-19,False
B6,multihop_cross_encoder,8,S3.MDR-T_14-19,False
B6,multihop_cross_encoder,9,S4.MDR-T_14-19,False
B6,multihop_cross_encoder,10,S1-5_02,False
B6,multihop_cross_encoder,11,S3-5_02,False
B6,multihop_cross_encoder,12,E1.MDR-T_14-19,False
B6,multihop_cross_encoder,13,MDR-T_20,False
B6,multihop_cross_encoder,14,S2-5_02,False
B6,multihop_cross_encoder,15,S1-5_06,False
B6,multihop_cross_encoder,16,S2-5_06,False
B6,multihop_cross_encoder,17,S3-5_06,False
B6,multihop_cross_encoder,18,S4-5_06,False
B6,multihop_cross_encoder,19,MDR-T_04,False
B6,multihop_cross_encoder,20,MDR-T_09,False
B6,multihop_cross_encoder,21,E1.MDR-T_01-13,False
B6,multihop_cross_encoder,22,E2.MDR-T_01-13,False
B6,multihop_cross_encoder,23,E3.MDR-T_01-13,False
B6,multihop_cross_encoder,24,E4.MDR-T_01-13,False
B6,multihop_cross_encoder,25,E5.MDR-T_01-13,False
B6,multihop_cross_encoder,26,S1.MDR-T_01-13,False
B6,multihop_cross_encoder,27,S1-5_03,False
B6,multihop_cross_encoder,28,S3-5_03,False
B6,multihop_cross_encoder,29,BP-2_24,False
B6,multihop_cross_encoder,30,S3.MDR-T_01-13,False
B6,multihop_cross_encoder,31,MDR-A_14,False
B6,multihop_cross_encoder,32,MDR-P_08,False
B6,multihop_cross_encoder,33,S1-4_13,False
B6,multihop_cross_encoder,34,S2-5_03,False
B6,multihop_cross_encoder,35,S2.MDR-T_01-13,False
B6,multihop_cross_encoder,36,SBM-3_07,False
B6,multihop_cross_encoder,37,S1-4_12,True
B6,multihop_cross_encoder,38,S1.MDR-A_01-12,False
B6,multihop_cross_encoder,39,MDR-T_18,False
B6,multihop_cross_encoder,40,E4-3_10,False
B6,multihop_cross_encoder,41,E5.IRO-1_01,False
B6,multihop_cross_encoder,42,S3-4_02,False
B6,multihop_cross_encoder,43,G1-3_04,False
B6,multihop_cross_encoder,44,MDR-M_01,False
B6,multihop_cross_encoder,45,S1-4_01,False
B6,multihop_cross_encoder,46,BP-2_26,False
B6,multihop_cross_encoder,47,MDR-T_17,False
B6,multihop_cross_encoder,48,S2-4_15,False
B6,multihop_cross_encoder,49,G1.MDR-A_01-12,False
B6,multihop_cross_encoder,50,S2-4_04,False
B6,multihop_kd_gold,1,MDR-T_18,False
B6,multihop_kd_gold,2,E4-3_10,False
B6,multihop_kd_gold,3,S1.MDR-T_01-13,False
B6,multihop_kd_gold,4,S2-4_15,False
B6,multihop_kd_gold,5,S2-5_06,False
B6,multihop_kd_gold,6,S3-5_06,False
B6,multihop_kd_gold,7,S4-5_06,False
B6,multihop_kd_gold,8,BP-2_26,False
B6,multihop_kd_gold,9,S1-5_06,False
B6,multihop_kd_gold,10,MDR-T_17,False
B6,multihop_kd_gold,11,G1.MDR-A_01-12,False
B6,multihop_kd_gold,12,S1.MDR-A_01-12,False
B6,multihop_kd_gold,13,S2.MDR-T_01-13,False
B6,multihop_kd_gold,14,MDR-P_08,False
B6,multihop_kd_gold,15,S2-5_03,False
B6,multihop_kd_gold,16,S3.MDR-T_01-13,False
B6,multihop_kd_gold,17,MDR-A_14,False
B6,multihop_kd_gold,18,E5.IRO-1_01,False
B6,multihop_kd_gold,19,MDR-M_01,False
B6,multihop_kd_gold,20,S3-5_03,False
B6,multihop_kd_gold,21,S2-5_02,False
B6,multihop_kd_gold,22,S2-4_04,False
B6,multihop_kd_gold,23,S1-5_03,False
B6,multihop_kd_gold,24,S1-4_12,True
B6,multihop_kd_gold,25,MDR-T_13,True
B6,multihop_kd_gold,26,E1.MDR-T_01-13,False
B6,multihop_kd_gold,27,E2.MDR-T_01-13,False
B6,multihop_kd_gold,28,E3.MDR-T_01-13,False
B6,multihop_kd_gold,29,E4.MDR-T_01-13,False
B6,multihop_kd_gold,30,E5.MDR-T_01-13,False
B6,multihop_kd_gold,31,S1-5_02,False
B6,multihop_kd_gold,32,S1-4_01,False
B6,multihop_kd_gold,33,SBM-3_07,False
B6,multihop_kd_gold,34,S3-5_02,False
B6,multihop_kd_gold,35,S1-4_13,False
B6,multihop_kd_gold,36,G1-3_04,False
B6,multihop_kd_gold,37,S3-4_02,False
B6,multihop_kd_gold,38,E2.MDR-T_14-19,False
B6,multihop_kd_gold,39,E3.MDR-T_14-19,False
B6,multihop_kd_gold,40,E4.MDR-T_14-19,False
B6,multihop_kd_gold,41,E5.MDR-T_14-19,False
B6,multihop_kd_gold,42,S1.MDR-T_14-19,False
B6,multihop_kd_gold,43,S2.MDR-T_14-19,False
B6,multihop_kd_gold,44,S3.MDR-T_14-19,False
B6,multihop_kd_gold,45,S4.MDR-T_14-19,False
B6,multihop_kd_gold,46,E1.MDR-T_14-19,False
B6,multihop_kd_gold,47,BP-2_24,False
B6,multihop_kd_gold,48,MDR-T_20,False
B6,multihop_kd_gold,49,MDR-T_09,False
B6,multihop_kd_gold,50,MDR-T_04,False
B6,multihop_kd_gold_medium,1,MDR-T_18,False
B6,multihop_kd_gold_medium,2,E4-3_10,False
B6,multihop_kd_gold_medium,3,S2-5_06,False
B6,multihop_kd_gold_medium,4,S3-5_06,False
B6,multihop_kd_gold_medium,5,S4-5_06,False
B6,multihop_kd_gold_medium,6,S1.MDR-T_01-13,False
B6,multihop_kd_gold_medium,7,S2-4_15,False
B6,multihop_kd_gold_medium,8,S1-5_06,False
B6,multihop_kd_gold_medium,9,BP-2_26,False
B6,multihop_kd_gold_medium,10,MDR-T_17,False
B6,multihop_kd_gold_medium,11,S2.MDR-T_01-13,False
B6,multihop_kd_gold_medium,12,S1.MDR-A_01-12,False
B6,multihop_kd_gold_medium,13,G1.MDR-A_01-12,False
B6,multihop_kd_gold_medium,14,S2-5_03,False
B6,multihop_kd_gold_medium,15,MDR-P_08,False
B6,multihop_kd_gold_medium,16,S3.MDR-T_01-13,False
B6,multihop_kd_gold_medium,17,MDR-A_14,False
B6,multihop_kd_gold_medium,18,MDR-M_01,False
B6,multihop_kd_gold_medium,19,S2-4_04,False
B6,multihop_kd_gold_medium,20,S3-5_03,False
B6,multihop_kd_gold_medium,21,MDR-T_13,True
B6,multihop_kd_gold_medium,22,S2-5_02,False
B6,multihop_kd_gold_medium,23,E5.IRO-1_01,False
B6,multihop_kd_gold_medium,24,S1-5_03,False
B6,multihop_kd_gold_medium,25,E1.MDR-T_01-13,False
B6,multihop_kd_gold_medium,26,E2.MDR-T_01-13,False
B6,multihop_kd_gold_medium,27,E3.MDR-T_01-13,False
B6,multihop_kd_gold_medium,28,E4.MDR-T_01-13,False
B6,multihop_kd_gold_medium,29,E5.MDR-T_01-13,False
B6,multihop_kd_gold_medium,30,S1-4_12,True
B6,multihop_kd_gold_medium,31,S1-4_01,False
B6,multihop_kd_gold_medium,32,S1-5_02,False
B6,multihop_kd_gold_medium,33,S3-5_02,False
B6,multihop_kd_gold_medium,34,S1-4_13,False
B6,multihop_kd_gold_medium,35,SBM-3_07,False
B6,multihop_kd_gold_medium,36,S3-4_02,False
B6,multihop_kd_gold_medium,37,E2.MDR-T_14-19,False
B6,multihop_kd_gold_medium,38,E3.MDR-T_14-19,False
B6,multihop_kd_gold_medium,39,E4.MDR-T_14-19,False
B6,multihop_kd_gold_medium,40,E5.MDR-T_14-19,False
B6,multihop_kd_gold_medium,41,S1.MDR-T_14-19,False
B6,multihop_kd_gold_medium,42,S2.MDR-T_14-19,False
B6,multihop_kd_gold_medium,43,S3.MDR-T_14-19,False
B6,multihop_kd_gold_medium,44,S4.MDR-T_14-19,False
B6,multihop_kd_gold_medium,45,E1.MDR-T_14-19,False
B6,multihop_kd_gold_medium,46,G1-3_04,False
B6,multihop_kd_gold_medium,47,BP-2_24,False
B6,multihop_kd_gold_medium,48,MDR-T_20,False
B6,multihop_kd_gold_medium,49,MDR-T_09,False
B6,multihop_kd_gold_medium,50,MDR-T_04,False
B6,direct_kd_gold,1,MDR-T_18,False
B6,direct_kd_gold,2,E4-3_10,False
B6,direct_kd_gold,3,S1.MDR-T_01-13,False
B6,direct_kd_gold,4,S2-4_15,False
B6,direct_kd_gold,5,S2-5_06,False
B6,direct_kd_gold,6,S3-5_06,False
B6,direct_kd_gold,7,S4-5_06,False
B6,direct_kd_gold,8,BP-2_26,False
B6,direct_kd_gold,9,S1-5_06,False
B6,direct_kd_gold,10,MDR-T_17,False
B6,direct_kd_gold,11,G1.MDR-A_01-12,False
B6,direct_kd_gold,12,S1.MDR-A_01-12,False
B6,direct_kd_gold,13,S2.MDR-T_01-13,False
B6,direct_kd_gold,14,MDR-P_08,False
B6,direct_kd_gold,15,S2-5_03,False
B6,direct_kd_gold,16,S3.MDR-T_01-13,False
B6,direct_kd_gold,17,MDR-A_14,False
B6,direct_kd_gold,18,E5.IRO-1_01,False
B6,direct_kd_gold,19,MDR-M_01,False
B6,direct_kd_gold,20,S3-5_03,False
B6,direct_kd_gold,21,S2-5_02,False
B6,direct_kd_gold,22,S2-4_04,False
B6,direct_kd_gold,23,S1-5_03,False
B6,direct_kd_gold,24,S1-4_20,False
B6,direct_kd_gold,25,S2-4_18,False
B6,direct_kd_gold,26,S3-4_19,False
B6,direct_kd_gold,27,S4-4_18,False
B6,direct_kd_gold,28,S1-4_12,True
B6,direct_kd_gold,29,MDR-T_13,True
B6,direct_kd_gold,30,MDR-T_16,False
B6,direct_kd_gold,31,E1.MDR-T_01-13,False
B6,direct_kd_gold,32,E2.MDR-T_01-13,False
B6,direct_kd_gold,33,E3.MDR-T_01-13,False
B6,direct_kd_gold,34,E4.MDR-T_01-13,False
B6,direct_kd_gold,35,E5.MDR-T_01-13,False
B6,direct_kd_gold,36,S1-5_02,False
B6,direct_kd_gold,37,S1-4_01,False
B6,direct_kd_gold,38,S1-4_05,False
B6,direct_kd_gold,39,SBM-3_07,False
B6,direct_kd_gold,40,S2-4_03,False
B6,direct_kd_gold,41,S2.MDR-A_01-12,False
B6,direct_kd_gold,42,E4-1_09,False
B6,direct_kd_gold,43,S1-4_04,False
B6,direct_kd_gold,44,S3-5_02,False
B6,direct_kd_gold,45,S3.MDR-A_01-12,False
B6,direct_kd_gold,46,S1-4_13,False
B6,direct_kd_gold,47,S4.MDR-T_01-13,False
B6,direct_kd_gold,48,S3-4_15,False
B6,direct_kd_gold,49,G1-3_04,False
B6,direct_kd_gold,50,S3-4_02,False
B6,direct_kd_gold,51,E2.MDR-T_14-19,False
